Time[s], Channel 0, Channel 1
1.019676083333333, 1, 1
1.019714125000000, 0, 1
1.019828208333333, 1, 1
1.019904291666667, 0, 1
1.019980375000000, 1, 1
1.020360666666667, 0, 1
1.020474791666667, 1, 1
1.020703000000000, 0, 1
1.020741041666667, 1, 1
1.020779083333333, 0, 1
1.020855125000000, 1, 1
1.020893166666667, 0, 1
1.021007250000000, 1, 1
1.021083333333333, 0, 1
1.021159375000000, 1, 1
1.021197416666667, 0, 1
1.021311500000000, 1, 1
1.021539708333333, 0, 1
1.021577750000000, 1, 1
1.021615791666667, 0, 1
1.021691833333333, 1, 1
1.021729875000000, 0, 1
1.021767916666667, 1, 1
1.021805958333333, 0, 1
1.021843958333333, 1, 1
1.021882000000000, 0, 1
1.021920041666667, 1, 1
1.021958083333333, 0, 1
1.021996083333333, 1, 1
1.022148250000000, 0, 1
1.022490541666667, 1, 1
1.022642666666667, 0, 1
1.022680666666667, 1, 1
1.022718708333333, 0, 1
1.022756750000000, 1, 1
1.022794791666667, 0, 1
1.022870833333333, 1, 1
1.022946916666667, 0, 1
1.023022958333333, 1, 1
1.023175125000000, 0, 1
1.023289208333333, 1, 1
1.023517416666667, 0, 1
1.023555458333334, 1, 1
1.023669541666667, 0, 1
1.023707583333333, 1, 1
1.023745625000000, 0, 1
1.023783666666667, 1, 1
1.023821708333333, 0, 1
1.023897750000000, 1, 1
1.023973833333333, 0, 1
1.024049875000000, 1, 1
1.024202000000000, 0, 1
1.024316083333333, 1, 1
1.024544291666667, 0, 1
1.024582333333333, 1, 1
1.024696458333333, 0, 1
1.024772541666667, 1, 1
1.024810541666667, 0, 1
1.024848583333333, 1, 1
1.024886625000000, 0, 1
1.024924666666667, 1, 1
1.024962708333333, 0, 1
1.025000708333333, 1, 1
1.025038750000000, 0, 1
1.025076791666667, 1, 1
1.025228916666667, 0, 1
1.025571166666667, 1, 1
1.025723291666667, 0, 1
1.025761333333333, 1, 1
1.025799375000000, 0, 1
1.025837375000000, 1, 1
1.025875416666667, 0, 1
1.025951500000000, 1, 1
1.026027541666667, 0, 1
1.026103625000000, 1, 1
1.026255750000000, 0, 1
1.026369875000000, 1, 1
1.026598041666667, 0, 1
1.026636083333333, 1, 1
1.027016375000000, 0, 1
1.027054416666667, 1, 1
1.027092458333333, 0, 1
1.027130458333333, 1, 1
1.027168500000000, 0, 1
1.027244583333333, 1, 1
1.027320625000000, 0, 1
1.027396666666667, 1, 1
1.027434708333334, 0, 1
1.027548791666667, 1, 1
1.027777000000000, 0, 1
1.027815041666667, 1, 1
1.027853083333333, 0, 1
1.027929166666667, 1, 1
1.027967208333333, 0, 1
1.028005208333333, 1, 1
1.028043250000000, 0, 1
1.028081291666667, 1, 1
1.028119333333333, 0, 1
1.028157375000000, 1, 1
1.028195375000000, 0, 1
1.028233416666667, 1, 1
1.028309500000000, 0, 1
1.028651750000000, 1, 1
1.028803875000000, 0, 1
1.028841916666667, 1, 1
1.028879958333333, 0, 1
1.028918000000000, 1, 1
1.028956000000000, 0, 1
1.029032083333333, 1, 1
1.029108125000000, 0, 1
1.029184208333333, 1, 1
1.029336333333333, 0, 1
1.029450416666667, 1, 1
1.029678625000000, 0, 1
1.029716666666667, 1, 1
1.029830750000000, 0, 1
1.029868791666667, 1, 1
1.029906791666667, 0, 1
1.029944833333333, 1, 1
1.029982875000000, 0, 1
1.030058958333333, 1, 1
1.030135000000000, 0, 1
1.030211083333333, 1, 1
1.030363208333333, 0, 1
1.030477333333333, 1, 1
1.030705541666667, 0, 1
1.030743583333333, 1, 1
1.030857708333333, 0, 1
1.030933750000000, 1, 1
1.030971791666667, 0, 1
1.031009833333333, 1, 1
1.031047875000000, 0, 1
1.031085875000000, 1, 1
1.031123916666667, 0, 1
1.031161958333333, 1, 1
1.031200000000000, 0, 1
1.031238041666667, 1, 1
1.031390166666667, 0, 1
1.031732458333333, 1, 1
1.031884583333333, 0, 1
1.031960666666667, 1, 1
1.032036708333333, 0, 1
1.032112791666667, 1, 1
1.032188875000000, 0, 1
1.032264916666667, 1, 1
1.032379000000000, 0, 1
1.032493125000000, 1, 1
1.032721291666667, 0, 1
1.032759333333333, 1, 1
1.032911458333333, 0, 1
1.032987500000000, 1, 1
1.033063583333333, 0, 1
1.033139625000000, 1, 1
1.033215708333333, 0, 1
1.033291750000000, 1, 1
1.033672041666667, 0, 1
1.033786166666667, 1, 1
1.034014333333333, 0, 1
1.034052375000000, 1, 1
1.034090416666667, 0, 1
1.034166458333333, 1, 1
1.034204500000000, 0, 1
1.034242541666667, 1, 1
1.034280541666667, 0, 1
1.034318583333333, 1, 1
1.034356625000000, 0, 1
1.034394666666667, 1, 1
1.034432708333333, 0, 1
1.034470750000000, 1, 1
1.034508750000000, 0, 1
1.034851041666667, 1, 1
1.034965125000000, 0, 1
1.035041208333333, 1, 1
1.035117250000000, 0, 1
1.035193333333333, 1, 1
1.035269375000000, 0, 1
1.035345458333333, 1, 1
1.035459541666667, 0, 1
1.035573625000000, 1, 1
1.035801833333333, 0, 1
1.035839833333333, 1, 1
1.035991958333333, 0, 1
1.036068041666667, 1, 1
1.036144125000000, 0, 1
1.036220166666667, 1, 1
1.036296208333333, 0, 1
1.036372291666667, 1, 1
1.036486416666667, 0, 1
1.036600500000000, 1, 1
1.036828708333333, 0, 1
1.036866750000000, 1, 1
1.037018875000000, 0, 1
1.037094958333333, 1, 1
1.037133000000000, 0, 1
1.037171041666667, 1, 1
1.037209041666667, 0, 1
1.037247083333333, 1, 1
1.037285125000000, 0, 1
1.037323166666667, 1, 1
1.037361208333333, 0, 1
1.037399208333333, 1, 1
1.037513333333333, 0, 1
1.037855666666667, 1, 1
1.038045833333333, 0, 1
1.038121916666667, 1, 1
1.038198000000000, 0, 1
1.038274041666667, 1, 1
1.038350125000000, 0, 1
1.038426166666667, 1, 1
1.038540250000000, 0, 1
1.038654375000000, 1, 1
1.038882541666667, 0, 1
1.038920583333333, 1, 1
1.039072708333333, 0, 1
1.039148791666667, 1, 1
1.039224833333333, 0, 1
1.039300916666667, 1, 1
1.039376958333333, 0, 1
1.039453041666667, 1, 1
1.039567125000000, 0, 1
1.039681208333333, 1, 1
1.039909375000000, 0, 1
1.039947416666667, 1, 1
1.040327750000000, 0, 1
1.040403791666667, 1, 1
1.040441833333333, 0, 1
1.040479875000000, 1, 1
1.040517875000000, 0, 1
1.040555916666667, 1, 1
1.040593958333333, 0, 1
1.040632000000000, 1, 1
1.040670000000000, 0, 1
1.040708041666667, 1, 1
1.040746083333333, 0, 1
1.041088375000000, 1, 1
1.041164458333333, 0, 1
1.041240500000000, 1, 1
1.041316583333333, 0, 1
1.041392625000000, 1, 1
1.041468708333333, 0, 1
1.041544750000000, 1, 1
1.041620833333333, 0, 1
1.041734916666667, 1, 1
1.041963125000000, 0, 1
1.042001166666667, 1, 1
1.042115250000000, 0, 1
1.042191333333333, 1, 1
1.042267375000000, 0, 1
1.042343458333333, 1, 1
1.042419500000000, 0, 1
1.042495583333333, 1, 1
1.042647708333333, 0, 1
1.042761833333333, 1, 1
1.042990041666667, 0, 1
1.043028083333333, 1, 1
1.043142166666667, 0, 1
1.043218250000000, 1, 1
1.043256250000000, 0, 1
1.043294291666667, 1, 1
1.043332333333333, 0, 1
1.043370375000000, 1, 1
1.043408375000000, 0, 1
1.043446416666667, 1, 1
1.043484458333333, 0, 1
1.043522458333333, 1, 1
1.043674625000000, 0, 1
1.044016916666667, 1, 1
1.044169041666667, 0, 1
1.044245125000000, 1, 1
1.044321166666667, 0, 1
1.044397250000000, 1, 1
1.044473291666667, 0, 1
1.044549333333333, 1, 1
1.044701500000000, 0, 1
1.044815583333333, 1, 1
1.045043791666667, 0, 1
1.045081791666667, 1, 1
1.045195916666667, 0, 1
1.045272000000000, 1, 1
1.045348041666667, 0, 1
1.045424125000000, 1, 1
1.045500166666667, 0, 1
1.045576250000000, 1, 1
1.045728375000000, 0, 1
1.045842458333333, 1, 1
1.046070625000000, 0, 1
1.046108666666667, 1, 1
1.046222750000000, 0, 1
1.046298833333333, 1, 1
1.046336875000000, 0, 1
1.046374916666667, 1, 1
1.046412916666667, 0, 1
1.046450958333333, 1, 1
1.046489000000000, 0, 1
1.046527000000000, 1, 1
1.046565041666667, 0, 1
1.046603083333333, 1, 1
1.046983375000000, 0, 1
1.047325666666667, 1, 1
1.047401708333333, 0, 1
1.047477750000000, 1, 1
1.047553833333333, 0, 1
1.047629875000000, 1, 1
1.047705958333333, 0, 1
1.047782000000000, 1, 1
1.047820041666667, 0, 1
1.047934125000000, 1, 1
1.048162333333333, 0, 1
1.048200375000000, 1, 1
1.048276416666667, 0, 1
1.048352500000000, 1, 1
1.048428583333333, 0, 1
1.048504625000000, 1, 1
1.048580666666667, 0, 1
1.048656750000000, 1, 1
1.048808875000000, 0, 1
1.048922958333333, 1, 1
1.049151166666667, 0, 1
1.049189208333333, 1, 1
1.049303291666667, 0, 1
1.049379333333333, 1, 1
1.049417375000000, 0, 1
1.049455416666667, 1, 1
1.049493416666667, 0, 1
1.049531458333334, 1, 1
1.049569500000000, 0, 1
1.049607541666667, 1, 1
1.049645541666667, 0, 1
1.049683583333333, 1, 1
1.049835708333333, 0, 1
1.050178000000000, 1, 1
1.050330125000000, 0, 1
1.050406208333333, 1, 1
1.050482250000000, 0, 1
1.050558333333333, 1, 1
1.050634375000000, 0, 1
1.050710458333333, 1, 1
1.050824541666667, 0, 1
1.050938625000000, 1, 1
1.051166833333333, 0, 1
1.051204875000000, 1, 1
1.051357000000000, 0, 1
1.051433041666667, 1, 1
1.051509125000000, 0, 1
1.051585166666667, 1, 1
1.051661250000000, 0, 1
1.051737291666667, 1, 1
1.051851416666667, 0, 1
1.051965500000000, 1, 1
1.052193666666667, 0, 1
1.052231708333333, 1, 1
1.052383833333333, 0, 1
1.052459875000000, 1, 1
1.052497916666667, 0, 1
1.052535958333333, 1, 1
1.052574000000000, 0, 1
1.052612000000000, 1, 1
1.052650041666667, 0, 1
1.052688083333333, 1, 1
1.052726125000000, 0, 1
1.052764125000000, 1, 1
1.052878250000000, 0, 1
1.053220500000000, 1, 1
1.053638833333333, 0, 1
1.053714916666667, 1, 1
1.053790958333333, 0, 1
1.053867041666667, 1, 1
1.053943125000000, 0, 1
1.054019166666667, 1, 1
1.054057208333333, 0, 1
1.054171291666667, 1, 1
1.054399500000000, 0, 1
1.054437541666667, 1, 1
1.054475583333333, 0, 1
1.054551625000000, 1, 1
1.054627708333333, 0, 1
1.054703791666667, 1, 1
1.054779833333333, 0, 1
1.054855916666667, 1, 1
1.054931958333333, 0, 1
1.055046041666667, 1, 1
1.055274250000000, 0, 1
1.055312291666667, 1, 1
1.055464416666667, 0, 1
1.055540500000000, 1, 1
1.055578500000000, 0, 1
1.055616541666667, 1, 1
1.055654583333334, 0, 1
1.055692625000000, 1, 1
1.055730666666667, 0, 1
1.055768666666667, 1, 1
1.055806708333333, 0, 1
1.055844750000000, 1, 1
1.055958875000000, 0, 1
1.056301125000000, 1, 1
1.056491291666667, 0, 1
1.056529333333333, 1, 1
1.056643416666667, 0, 1
1.056719500000000, 1, 1
1.056795541666667, 0, 1
1.056871583333333, 1, 1
1.056985708333333, 0, 1
1.057099791666667, 1, 1
1.057327958333333, 0, 1
1.057366000000000, 1, 1
1.057518125000000, 0, 1
1.057556166666667, 1, 1
1.057670250000000, 0, 1
1.057746291666667, 1, 1
1.057822375000000, 0, 1
1.057898416666667, 1, 1
1.058012541666667, 0, 1
1.058126625000000, 1, 1
1.058354833333333, 0, 1
1.058392875000000, 1, 1
1.058545000000000, 0, 1
1.058621041666667, 1, 1
1.058659083333333, 0, 1
1.058697125000000, 1, 1
1.058735166666667, 0, 1
1.058773166666667, 1, 1
1.058811208333333, 0, 1
1.058849250000000, 1, 1
1.058887291666667, 0, 1
1.058925291666667, 1, 1
1.059039416666667, 0, 1
1.059381666666667, 1, 1
1.059571833333333, 0, 1
1.059609875000000, 1, 1
1.059723958333333, 0, 1
1.059800041666667, 1, 1
1.059876125000000, 0, 1
1.059952208333333, 1, 1
1.060294500000000, 0, 1
1.060408625000000, 1, 1
1.060636833333333, 0, 1
1.060674875000000, 1, 1
1.060712916666667, 0, 1
1.060750958333333, 1, 1
1.060865041666667, 0, 1
1.060941125000000, 1, 1
1.061017166666667, 0, 1
1.061093250000000, 1, 1
1.061131250000000, 0, 1
1.061245375000000, 1, 1
1.061473583333333, 0, 1
1.061511625000000, 1, 1
1.061587666666667, 0, 1
1.061663750000000, 1, 1
1.061701791666667, 0, 1
1.061739833333333, 1, 1
1.061777875000000, 0, 1
1.061815916666667, 1, 1
1.061853916666667, 0, 1
1.061891958333333, 1, 1
1.061930000000000, 0, 1
1.061968041666667, 1, 1
1.062120166666667, 0, 1
1.062462500000000, 1, 1
1.062614625000000, 0, 1
1.062652666666667, 1, 1
1.062766791666667, 0, 1
1.062842833333333, 1, 1
1.062918916666667, 0, 1
1.062995000000000, 1, 1
1.063147125000000, 0, 1
1.063261208333333, 1, 1
1.063489416666667, 0, 1
1.063527458333333, 1, 1
1.063641541666667, 0, 1
1.063679583333333, 1, 1
1.063793666666667, 0, 1
1.063869750000000, 1, 1
1.063945833333333, 0, 1
1.064021875000000, 1, 1
1.064174041666667, 0, 1
1.064288125000000, 1, 1
1.064516333333333, 0, 1
1.064554375000000, 1, 1
1.064668500000000, 0, 1
1.064744583333333, 1, 1
1.064782625000000, 0, 1
1.064820625000000, 1, 1
1.064858666666667, 0, 1
1.064896708333333, 1, 1
1.064934750000000, 0, 1
1.064972791666667, 1, 1
1.065010791666667, 0, 1
1.065048833333333, 1, 1
1.065201000000000, 0, 1
1.065543333333334, 1, 1
1.065695458333333, 0, 1
1.065733500000000, 1, 1
1.065847583333333, 0, 1
1.065923666666667, 1, 1
1.065999750000000, 0, 1
1.066075791666667, 1, 1
1.066227958333333, 0, 1
1.066342041666667, 1, 1
1.066570250000000, 0, 1
1.066608250000000, 1, 1
1.066988583333333, 0, 1
1.067026583333333, 1, 1
1.067140708333333, 0, 1
1.067216791666667, 1, 1
1.067292833333333, 0, 1
1.067368916666667, 1, 1
1.067406958333333, 0, 1
1.067521041666667, 1, 1
1.067749250000000, 0, 1
1.067787291666667, 1, 1
1.067825333333333, 0, 1
1.067901416666667, 1, 1
1.067939416666667, 0, 1
1.067977458333333, 1, 1
1.068015500000000, 0, 1
1.068053541666667, 1, 1
1.068091583333333, 0, 1
1.068129625000000, 1, 1
1.068167666666667, 0, 1
1.068205708333333, 1, 1
1.068281750000000, 0, 1
1.068624083333333, 1, 1
1.068776208333333, 0, 1
1.068814250000000, 1, 1
1.068928333333333, 0, 1
1.069004416666667, 1, 1
1.069080500000000, 0, 1
1.069156541666667, 1, 1
1.069308708333333, 0, 1
1.069422791666667, 1, 1
1.069651000000000, 0, 1
1.069689041666667, 1, 1
1.069803125000000, 0, 1
1.069841166666667, 1, 1
1.069955250000000, 0, 1
1.070031333333333, 1, 1
1.070107375000000, 0, 1
1.070183458333333, 1, 1
1.070297583333333, 0, 1
1.070411666666667, 1, 1
1.070639875000000, 0, 1
1.070677916666667, 1, 1
1.070830041666667, 0, 1
1.070906125000000, 1, 1
1.070944125000000, 0, 1
1.070982166666667, 1, 1
1.071020208333333, 0, 1
1.071058250000000, 1, 1
1.071096291666667, 0, 1
1.071134291666667, 1, 1
1.071172333333333, 0, 1
1.071210375000000, 1, 1
1.071324458333333, 0, 1
1.071666750000000, 1, 1
1.071856916666667, 0, 1
1.071894958333333, 1, 1
1.072009041666667, 0, 1
1.072085125000000, 1, 1
1.072161166666667, 0, 1
1.072237250000000, 1, 1
1.072351375000000, 0, 1
1.072465458333333, 1, 1
1.072693666666667, 0, 1
1.072731708333333, 1, 1
1.072883833333333, 0, 1
1.072921875000000, 1, 1
1.073036000000000, 0, 1
1.073112041666667, 1, 1
1.073188125000000, 0, 1
1.073264208333333, 1, 1
1.073644541666667, 0, 1
1.073758625000000, 1, 1
1.073986833333333, 0, 1
1.074024875000000, 1, 1
1.074062916666667, 0, 1
1.074138958333333, 1, 1
1.074177000000000, 0, 1
1.074215041666667, 1, 1
1.074253083333333, 0, 1
1.074291125000000, 1, 1
1.074329125000000, 0, 1
1.074367166666667, 1, 1
1.074405208333333, 0, 1
1.074443250000000, 1, 1
1.074481291666667, 0, 1
1.074823583333333, 1, 1
1.074937666666667, 0, 1
1.075089791666667, 1, 1
1.075127833333333, 0, 1
1.075165875000000, 1, 1
1.075241916666667, 0, 1
1.075318000000000, 1, 1
1.075432083333333, 0, 1
1.075546166666667, 1, 1
1.075774375000000, 0, 1
1.075812416666667, 1, 1
1.075964541666667, 0, 1
1.076116666666667, 1, 1
1.076154708333333, 0, 1
1.076192750000000, 1, 1
1.076268791666667, 0, 1
1.076344875000000, 1, 1
1.076458958333333, 0, 1
1.076573083333333, 1, 1
1.076801291666667, 0, 1
1.076839333333333, 1, 1
1.076991458333333, 0, 1
1.077067541666667, 1, 1
1.077105583333333, 0, 1
1.077143625000000, 1, 1
1.077181625000000, 0, 1
1.077219666666667, 1, 1
1.077257708333333, 0, 1
1.077295750000000, 1, 1
1.077333791666667, 0, 1
1.077371833333333, 1, 1
1.077485916666667, 0, 1
1.077828208333333, 1, 1
1.078018375000000, 0, 1
1.078170500000000, 1, 1
1.078208500000000, 0, 1
1.078246541666667, 1, 1
1.078322583333333, 0, 1
1.078398666666667, 1, 1
1.078512750000000, 0, 1
1.078626875000000, 1, 1
1.078855041666667, 0, 1
1.078893083333333, 1, 1
1.079045208333334, 0, 1
1.079197333333333, 1, 1
1.079235375000000, 0, 1
1.079273375000000, 1, 1
1.079349458333333, 0, 1
1.079425500000000, 1, 1
1.079539583333333, 0, 1
1.079653708333333, 1, 1
1.079881875000000, 0, 1
1.079919916666667, 1, 1
1.080300208333333, 0, 1
1.080376291666667, 1, 1
1.080414291666667, 0, 1
1.080452333333333, 1, 1
1.080490375000000, 0, 1
1.080528416666667, 1, 1
1.080566416666667, 0, 1
1.080604458333333, 1, 1
1.080642500000000, 0, 1
1.080680541666667, 1, 1
1.080718583333333, 0, 1
1.081060833333333, 1, 1
1.081136916666667, 0, 1
1.081289041666667, 1, 1
1.081327083333333, 0, 1
1.081365083333333, 1, 1
1.081441166666667, 0, 1
1.081517208333333, 1, 1
1.081593291666667, 0, 1
1.081707375000000, 1, 1
1.081935583333334, 0, 1
1.081973625000000, 1, 1
1.082087708333333, 0, 1
1.082239833333333, 1, 1
1.082277875000000, 0, 1
1.082315916666667, 1, 1
1.082391958333333, 0, 1
1.082468041666667, 1, 1
1.082620166666667, 0, 1
1.082734250000000, 1, 1
1.082962458333333, 0, 1
1.083000500000000, 1, 1
1.083114625000000, 0, 1
1.083190666666667, 1, 1
1.083228708333333, 0, 1
1.083266750000000, 1, 1
1.083304791666667, 0, 1
1.083342833333333, 1, 1
1.083380875000000, 0, 1
1.083418916666667, 1, 1
1.083456916666667, 0, 1
1.083494958333333, 1, 1
1.083647083333333, 0, 1
1.083989416666667, 1, 1
1.084141541666667, 0, 1
1.084293708333333, 1, 1
1.084331708333333, 0, 1
1.084369750000000, 1, 1
1.084445833333333, 0, 1
1.084521916666667, 1, 1
1.084674041666667, 0, 1
1.084788166666667, 1, 1
1.085016333333333, 0, 1
1.085054375000000, 1, 1
1.085168458333333, 0, 1
1.085320625000000, 1, 1
1.085358666666667, 0, 1
1.085396708333333, 1, 1
1.085472750000000, 0, 1
1.085548833333333, 1, 1
1.085700958333333, 0, 1
1.085815083333333, 1, 1
1.086043291666667, 0, 1
1.086081333333333, 1, 1
1.086195416666667, 0, 1
1.086271500000000, 1, 1
1.086309500000000, 0, 1
1.086347541666667, 1, 1
1.086385583333333, 0, 1
1.086423625000000, 1, 1
1.086461625000000, 0, 1
1.086499666666667, 1, 1
1.086537708333333, 0, 1
1.086575708333333, 1, 1
1.086956000000000, 0, 1
1.087298250000000, 1, 1
1.087374333333333, 0, 1
1.087526458333334, 1, 1
1.087564458333333, 0, 1
1.087602500000000, 1, 1
1.087678541666667, 0, 1
1.087754625000000, 1, 1
1.087792666666667, 0, 1
1.087906750000000, 1, 1
1.088134958333333, 0, 1
1.088173000000000, 1, 1
1.088249041666667, 0, 1
1.088401208333333, 1, 1
1.088439208333333, 0, 1
1.088477250000000, 1, 1
1.088553333333333, 0, 1
1.088629375000000, 1, 1
1.088781541666667, 0, 1
1.088895625000000, 1, 1
1.089123791666667, 0, 1
1.089161833333333, 1, 1
1.089275916666667, 0, 1
1.089352000000000, 1, 1
1.089390000000000, 0, 1
1.089428041666667, 1, 1
1.089466083333333, 0, 1
1.089504083333333, 1, 1
1.089542125000000, 0, 1
1.089580166666667, 1, 1
1.089618166666667, 0, 1
1.089656208333333, 1, 1
1.089808333333333, 0, 1
1.090150625000000, 1, 1
1.090302750000000, 0, 1
1.090454875000000, 1, 1
1.090492875000000, 0, 1
1.090530916666667, 1, 1
1.090607000000000, 0, 1
1.090683041666667, 1, 1
1.090797125000000, 0, 1
1.090911208333333, 1, 1
1.091139375000000, 0, 1
1.091177416666667, 1, 1
1.091329541666667, 0, 1
1.091481666666667, 1, 1
1.091519666666667, 0, 1
1.091557708333333, 1, 1
1.091633791666667, 0, 1
1.091709833333333, 1, 1
1.091823916666667, 0, 1
1.091938000000000, 1, 1
1.092166166666667, 0, 1
1.092204208333333, 1, 1
1.092356333333333, 0, 1
1.092432375000000, 1, 1
1.092470416666667, 0, 1
1.092508458333333, 1, 1
1.092546500000000, 0, 1
1.092584541666667, 1, 1
1.092622541666667, 0, 1
1.092660583333333, 1, 1
1.092698625000000, 0, 1
1.092736666666667, 1, 1
1.092850750000000, 0, 1
